fighter_url,dob,sig_str_acc,takedown_acc,slpm,sapm,str_def,td_avg,td_def,sub_avg,wins,losses,draws
http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,"May 11, 1987",50%,42%,4.13,2.86,54%,2.60,90%,0.1,21,5,0
http://ufcstats.com/fighter-details/523fa774700d7d3f,"Dec 12, 1984",36%,24%,4.50,3.65,60%,1.78,70%,0.5,23,14,0
http://ufcstats.com/fighter-details/1497e735d9f2560a,"Mar 18, 1993",46%,39%,5.46,6.59,52%,2.53,83%,0.2,10,5,0
http://ufcstats.com/fighter-details/57186c150c645200,"Jan 01, 1995",50%,80%,2.75,2.82,40%,2.17,66%,0.5,14,5,0
http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,"Oct 22, 1995",50%,18%,3.87,7.33,33%,2.00,0%,0.0,8,1,0
http://ufcstats.com/fighter-details/c739c2995a275314,"Mar 31, 1995",50%,38%,2.88,4.78,50%,3.24,64%,0.0,8,2,0
http://ufcstats.com/fighter-details/6551c64fbcd1a467,"Jan 26, 1994",41%,38%,4.05,4.40,50%,0.47,68%,0.3,17,11,0
http://ufcstats.com/fighter-details/3253b16d38ae087d,"Aug 19, 1989",44%,54%,3.10,2.56,57%,1.70,24%,0.8,13,6,0
http://ufcstats.com/fighter-details/1af1170ed937cba7,"Jul 02, 1990",62%,37%,4.29,1.10,66%,2.84,100%,0.9,19,1,0
http://ufcstats.com/fighter-details/a7151778b3381036,"Sep 08, 1986",44%,33%,4.58,4.24,49%,0.65,38%,0.8,22,10,0
http://ufcstats.com/fighter-details/02bb48869eb7ac8f,"Jun 08, 1995",40%,14%,4.57,6.47,59%,0.50,80%,0.0,14,9,0
http://ufcstats.com/fighter-details/fa07345cc9db5cc9,"Jun 18, 1998",46%,11%,6.06,7.29,51%,1.25,66%,0.0,9,5,0
http://ufcstats.com/fighter-details/5eb50529a8418b77,"May 02, 1993",45%,50%,5.60,6.19,47%,0.71,50%,0.5,12,5,0
http://ufcstats.com/fighter-details/ac7c765882f2c68c,"Dec 05, 1992",52%,60%,3.50,4.16,48%,0.41,52%,0.0,8,6,0
http://ufcstats.com/fighter-details/798e48f9e7f6ba22,"Oct 25, 1993",45%,21%,3.83,3.50,50%,1.56,65%,0.2,10,5,0
http://ufcstats.com/fighter-details/36e78278a77006d4,"May 31, 1992",43%,55%,4.82,6.06,55%,3.24,46%,0.7,7,4,0
http://ufcstats.com/fighter-details/94426bb170c88115,"May 19, 1993",49%,23%,5.27,4.29,53%,0.36,62%,0.4,13,5,0
http://ufcstats.com/fighter-details/49d2a08964c5eb11,"Nov 19, 1993",44%,75%,1.91,2.20,50%,1.52,45%,0.2,37,10,2
http://ufcstats.com/fighter-details/a3a542074109b347,"Nov 18, 1992",39%,37%,3.29,4.06,60%,2.33,71%,0.2,11,5,0
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,"Sep 09, 1986",46%,51%,3.65,3.81,60%,0.47,92%,0.1,32,10,0
http://ufcstats.com/fighter-details/7b433309b0fd12aa,"Dec 19, 1991",52%,34%,4.81,4.75,50%,1.86,61%,0.0,16,5,0
http://ufcstats.com/fighter-details/d008d785f6347dc2,"Nov 13, 1995",49%,66%,3.38,3.82,50%,0.63,72%,0.3,11,3,0
http://ufcstats.com/fighter-details/1a2bf44edb8055b6,"Jul 04, 1996",39%,25%,4.49,4.26,54%,1.58,20%,1.3,12,2,0
http://ufcstats.com/fighter-details/38c5817ade8a8014,"Jun 11, 1994",41%,38%,1.91,2.05,56%,2.12,61%,0.8,7,3,0
http://ufcstats.com/fighter-details/b96619b3acd7d9da,"Aug 18, 1986",44%,30%,2.62,3.05,51%,1.97,56%,1.2,20,10,0
http://ufcstats.com/fighter-details/6d1bffff14897645,"Sep 26, 1986",40%,26%,4.67,4.79,61%,0.58,71%,0.0,31,10,0
http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,"Apr 29, 1987",46%,50%,4.51,3.01,55%,0.27,61%,0.3,17,6,2
http://ufcstats.com/fighter-details/96924b0019b3aff1,"Sep 14, 1992",47%,75%,3.91,3.54,54%,0.75,50%,0.0,9,5,0
http://ufcstats.com/fighter-details/1a9480fc288e55d7,"Jan 16, 1992",43%,38%,3.22,3.61,46%,0.59,46%,0.0,11,9,0
http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,"Apr 11, 1997",50%,15%,5.66,4.94,57%,0.48,40%,0.5,10,2,0
http://ufcstats.com/fighter-details/09e62c450e754913,"Sep 07, 1990",50%,33%,1.67,4.70,43%,2.36,0%,3.5,17,9,0
http://ufcstats.com/fighter-details/d4c9dcd330403612,"Jul 26, 1988",49%,22%,3.19,5.04,44%,0.44,50%,0.6,38,22,0
http://ufcstats.com/fighter-details/1897b7b913736a7c,"Dec 14, 1991",32%,43%,2.82,5.12,57%,1.74,75%,0.0,17,10,2
http://ufcstats.com/fighter-details/3c8a5200436e19f3,"Dec 20, 2000",46%,28%,5.30,4.14,51%,0.89,47%,0.7,9,3,0
http://ufcstats.com/fighter-details/15ea371202eb25e1,"Jan 30, 2000",49%,0%,4.56,6.44,44%,0.00,71%,0.0,8,5,1
http://ufcstats.com/fighter-details/af9efbfd63d39734,"Nov 23, 1990",45%,60%,3.52,4.27,40%,0.81,25%,0.3,7,4,0
http://ufcstats.com/fighter-details/4682bc59d5f55145,"Jun 07, 1992",46%,45%,5.39,4.04,58%,0.52,85%,0.3,14,2,1
http://ufcstats.com/fighter-details/c41d426cc7326d1b,"Jun 16, 1989",44%,73%,4.67,3.24,60%,0.82,64%,0.0,19,6,0
http://ufcstats.com/fighter-details/4b93a88f3b1de35b,"Apr 24, 1986",49%,37%,3.91,4.51,43%,1.88,61%,0.5,23,11,0
http://ufcstats.com/fighter-details/92a9aa9c93192871,"May 16, 1984",38%,33%,3.39,3.34,51%,2.86,56%,1.1,29,13,0
http://ufcstats.com/fighter-details/cbf5e6f231b55443,"Oct 06, 1992",46%,29%,4.65,3.78,52%,0.71,59%,0.6,21,6,0
http://ufcstats.com/fighter-details/efc67b07eed39794,"Jul 23, 1992",47%,0%,4.28,4.07,59%,0.00,47%,0.0,6,6,0
http://ufcstats.com/fighter-details/8173f134396cb971,"Jan 06, 1994",38%,66%,1.91,3.46,39%,2.29,64%,0.8,9,4,0
http://ufcstats.com/fighter-details/f7be1db194e03d7e,"Jul 30, 1992",48%,25%,3.21,3.39,50%,2.73,66%,0.0,16,5,0
http://ufcstats.com/fighter-details/d7e40dca3ae125be,"Jun 26, 1996",41%,62%,6.45,6.55,51%,0.86,64%,0.0,15,10,0
http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,"May 04, 1987",53%,42%,7.17,5.19,48%,1.04,81%,0.3,25,7,0
http://ufcstats.com/fighter-details/b909a9a9688b5284,"Mar 25, 1990",43%,38%,3.23,6.01,37%,4.75,0%,1.9,17,8,0
http://ufcstats.com/fighter-details/077e3ace32b72be9,"Jun 18, 1991",56%,0%,5.02,4.69,53%,0.00,60%,0.2,12,7,1
http://ufcstats.com/fighter-details/c77a953488e5607d,"Nov 23, 1982",46%,51%,3.78,3.17,54%,2.50,31%,0.2,14,5,0
http://ufcstats.com/fighter-details/f2900678e98f6d6a,"May 07, 1999",43%,36%,2.71,3.80,44%,1.09,64%,0.8,17,3,0
http://ufcstats.com/fighter-details/42ac4020cba261ad,"May 18, 1996",42%,34%,4.73,5.20,52%,3.00,87%,0.0,10,2,0
http://ufcstats.com/fighter-details/7772b283d288dbe2,"Jan 08, 1992",45%,15%,3.53,4.22,54%,0.61,75%,0.0,13,5,0
http://ufcstats.com/fighter-details/fd55393021a8c255,"Jul 28, 1988",61%,52%,1.77,3.06,48%,2.00,68%,1.0,19,6,1
http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,"Oct 02, 1995",50%,46%,4.70,4.13,58%,1.38,50%,0.2,10,1,0
http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,"Dec 05, 1993",49%,0%,5.27,5.42,46%,0.00,75%,0.0,9,6,0
http://ufcstats.com/fighter-details/5cdf5339728f580d,"Sep 11, 2000",39%,0%,3.75,3.80,41%,0.00,20%,0.5,8,3,0
http://ufcstats.com/fighter-details/51018a31ddf31eb2,"May 04, 1990",49%,36%,5.28,4.65,62%,1.78,38%,0.5,14,8,0
http://ufcstats.com/fighter-details/6d38e41efa47a72d,"Mar 02, 1996",45%,14%,2.11,1.90,58%,0.63,44%,0.0,13,4,0
http://ufcstats.com/fighter-details/a68575214ecad140,"Nov 03, 1992",38%,54%,3.56,3.16,47%,0.83,70%,0.0,11,8,0
http://ufcstats.com/fighter-details/68d35296f566792b,"Dec 23, 1993",43%,0%,5.65,5.76,51%,0.00,58%,0.0,10,4,0
http://ufcstats.com/fighter-details/b1f21ce050035d58,"Feb 04, 1999",57%,60%,3.89,2.83,59%,0.96,76%,1.0,12,1,0
http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b,"Jul 08, 1996",52%,50%,5.65,5.31,42%,1.68,50%,0.0,6,2,0
http://ufcstats.com/fighter-details/d1053e55f00e53fe,"Sep 07, 1994",29%,0%,4.22,6.31,48%,0.00,46%,0.5,11,5,0
http://ufcstats.com/fighter-details/07f959e6596307bb,"Nov 05, 1987",57%,0%,1.53,2.79,49%,0.00,25%,1.6,12,4,0
http://ufcstats.com/fighter-details/369ea36e450ae62a,"Nov 03, 1990",53%,33%,5.84,3.31,53%,0.17,41%,0.0,9,5,0
http://ufcstats.com/fighter-details/2f43a3e82661fa99,"Jun 22, 2002",54%,37%,2.85,1.79,43%,5.17,50%,2.1,12,1,0
http://ufcstats.com/fighter-details/05fa626cb33d15b8,"Feb 11, 1989",45%,52%,4.62,3.91,61%,1.65,53%,0.6,13,11,0
http://ufcstats.com/fighter-details/d0e1b42d41dab603,"May 08, 1990",45%,0%,5.06,5.35,50%,0.00,54%,2.6,9,6,0
http://ufcstats.com/fighter-details/7d0a1968b38ca439,"Jan 31, 1997",41%,50%,4.73,3.65,62%,0.68,100%,0.0,20,3,0
http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"Jan 28, 1992",58%,0%,4.98,3.15,56%,0.00,70%,0.0,8,4,0
http://ufcstats.com/fighter-details/a817e238b2747404,"Jan 14, 2000",38%,38%,1.06,1.80,42%,1.93,76%,0.4,7,5,0
http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"May 11, 1988",42%,37%,2.81,3.28,55%,0.63,52%,0.2,9,4,0
http://ufcstats.com/fighter-details/dda15dbfafb792df,"May 02, 1993",51%,40%,6.61,6.49,50%,0.69,100%,0.3,10,4,0
http://ufcstats.com/fighter-details/e13abac8089a801a,"Dec 13, 1993",54%,0%,4.05,5.11,47%,0.00,53%,0.0,7,5,0
http://ufcstats.com/fighter-details/f2f140ce7532e327,"Nov 28, 1996",60%,54%,4.35,4.31,45%,3.80,87%,1.2,12,2,0
http://ufcstats.com/fighter-details/a72a2a769fa5a2be,"Jan 13, 1995",46%,18%,6.42,5.72,50%,0.81,63%,0.4,7,2,0
http://ufcstats.com/fighter-details/2cd428e9606856fd,"Mar 17, 1988",48%,0%,3.48,2.63,52%,0.00,72%,0.0,15,6,0
http://ufcstats.com/fighter-details/38c626ca912c7bac,"Aug 08, 1986",47%,54%,3.34,3.74,59%,0.91,34%,0.1,14,8,0
http://ufcstats.com/fighter-details/11583163f45c7b31,"Jul 28, 1995",57%,0%,4.69,2.87,56%,0.00,60%,0.0,8,5,0
http://ufcstats.com/fighter-details/f41b9f5efc7162d6,"Dec 01, 1995",46%,46%,3.57,3.97,49%,2.00,70%,0.0,11,5,0
http://ufcstats.com/fighter-details/af65aa688d13eedf,"Aug 27, 1993",53%,48%,1.97,1.85,50%,2.06,14%,1.4,13,6,0
http://ufcstats.com/fighter-details/a53d30163304aa6e,"Jul 09, 1987",42%,20%,3.34,3.50,51%,1.13,55%,0.5,19,8,0
http://ufcstats.com/fighter-details/84f727cf0166d6f2,"May 20, 1995",57%,60%,2.27,1.61,53%,0.69,41%,0.7,16,10,0
http://ufcstats.com/fighter-details/260bd4cef10b033f,"May 29, 1996",50%,18%,4.44,4.96,50%,0.73,66%,0.0,20,8,0
http://ufcstats.com/fighter-details/eae431e70064e046,"Aug 11, 1985",49%,33%,3.64,4.01,54%,0.84,51%,0.2,12,7,0
http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,"Jul 15, 1995",51%,36%,3.54,3.25,54%,3.46,71%,2.3,11,6,0
http://ufcstats.com/fighter-details/cfc3e7bb44685289,"Nov 14, 1989",50%,32%,3.20,3.49,55%,1.89,100%,0.7,18,7,0
http://ufcstats.com/fighter-details/6e344b71421103da,"Nov 04, 1993",49%,73%,2.89,1.64,62%,3.67,61%,0.0,9,1,0
http://ufcstats.com/fighter-details/6c9b66b43663f2f7,"Jan 26, 1999",47%,35%,2.87,3.40,50%,2.73,33%,0.0,8,2,0
http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,"Dec 15, 1996",40%,0%,6.07,5.74,52%,0.00,100%,0.6,16,6,0
http://ufcstats.com/fighter-details/971dba22c622af12,"Jan 16, 1996",51%,72%,4.24,2.13,54%,1.60,35%,0.0,8,1,0
http://ufcstats.com/fighter-details/dc9572dd6ec74859,"Feb 22, 1988",38%,42%,3.81,3.09,54%,3.64,68%,0.2,17,5,0
http://ufcstats.com/fighter-details/aa171d55d4b5208f,"Dec 08, 1988",52%,24%,7.18,6.02,44%,1.42,60%,0.9,18,8,0
http://ufcstats.com/fighter-details/ee18ff42063174df,"Feb 20, 1990",44%,0%,4.43,4.11,52%,0.00,100%,0.0,13,3,0
http://ufcstats.com/fighter-details/f626118b6da0e020,"Sep 21, 1994",52%,17%,5.12,4.11,44%,0.77,53%,0.4,13,2,0
http://ufcstats.com/fighter-details/242d36d241b43c12,"Jul 11, 1988",42%,25%,2.95,5.73,51%,0.35,0%,0.7,5,3,0
http://ufcstats.com/fighter-details/3a8176e15b9887c1,"Jun 17, 1984",45%,42%,3.11,3.37,51%,3.27,72%,0.8,16,8,0
http://ufcstats.com/fighter-details/01afe0916a40c7c5,"Oct 23, 1994",60%,25%,3.25,2.17,51%,1.40,85%,1.2,19,0,0
http://ufcstats.com/fighter-details/c47df9303d318c67,"Dec 08, 1981",33%,35%,2.63,3.00,61%,3.10,66%,0.6,38,22,0
http://ufcstats.com/fighter-details/32490e80ddab1e5a,"Mar 10, 1990",46%,30%,4.49,5.82,51%,0.42,73%,0.0,22,9,0
http://ufcstats.com/fighter-details/296a120cb880477b,"May 28, 1995",52%,33%,4.05,2.64,41%,0.92,50%,0.5,12,3,0
http://ufcstats.com/fighter-details/8677e67a75d65b8e,"Nov 24, 1995",35%,38%,1.61,2.62,52%,1.73,78%,0.2,18,7,0
http://ufcstats.com/fighter-details/c940b42df95bbd28,"Oct 27, 2001",49%,100%,4.30,1.67,66%,0.67,63%,0.0,11,5,0
http://ufcstats.com/fighter-details/3be16d817b36098b,"Jan 02, 1999",66%,14%,4.54,3.13,58%,0.46,81%,0.0,9,0,0
http://ufcstats.com/fighter-details/93b2b7caa457cbea,"Aug 02, 1999",41%,0%,5.57,4.12,57%,0.00,54%,0.0,14,5,0
http://ufcstats.com/fighter-details/9e50097a89442158,"Jan 22, 1992",49%,32%,3.50,4.72,49%,1.15,37%,1.6,7,7,0
http://ufcstats.com/fighter-details/f2477cf43c4975cc,"Apr 20, 1994",49%,35%,4.44,4.09,56%,0.38,68%,0.1,19,6,0
http://ufcstats.com/fighter-details/d28dee5c705991df,"Aug 19, 1982",52%,34%,4.67,4.01,52%,1.74,65%,0.0,20,5,0
http://ufcstats.com/fighter-details/29af297d9f1de0f8,"Aug 08, 1988",42%,32%,2.96,3.47,49%,2.30,37%,1.2,23,8,1
http://ufcstats.com/fighter-details/f4d92416da98804b,"Jan 31, 1992",38%,24%,3.71,5.68,41%,2.21,50%,0.0,9,4,1
http://ufcstats.com/fighter-details/07f72a2a7591b409,"Jul 19, 1987",58%,45%,4.38,2.24,64%,1.89,95%,0.5,28,1,0
http://ufcstats.com/fighter-details/bf7ad5628363eec9,"Nov 09, 1989",46%,37%,4.32,3.91,60%,2.17,76%,0.0,21,8,1
http://ufcstats.com/fighter-details/03dee485905dbc9f,"Mar 09, 1996",37%,0%,2.40,8.80,68%,0.00,0%,0.0,7,1,0
http://ufcstats.com/fighter-details/4aa58269d0664b5b,"Nov 23, 1992",42%,57%,3.77,4.24,54%,1.01,45%,0.4,11,8,0
http://ufcstats.com/fighter-details/d31a5546c0e9b213,"Nov 26, 1992",47%,37%,3.71,4.34,44%,1.02,60%,0.5,11,3,0
http://ufcstats.com/fighter-details/b8a85389d115e35a,"Feb 06, 1995",58%,39%,3.60,2.31,56%,3.22,74%,0.6,17,3,0
http://ufcstats.com/fighter-details/c7c39e2fb70248b3,"Dec 01, 1986",46%,30%,3.11,2.76,53%,0.68,38%,0.5,13,8,0
http://ufcstats.com/fighter-details/1effd880e1f1bb30,"Oct 09, 1996",53%,50%,5.35,3.64,56%,1.10,64%,0.6,10,5,0
http://ufcstats.com/fighter-details/c0badf3243907e59,"Dec 11, 1990",51%,55%,3.78,2.13,54%,4.49,28%,0.9,18,3,0
http://ufcstats.com/fighter-details/89839250eb25c9c1,"Jul 20, 1994",53%,0%,5.82,2.87,63%,0.00,82%,0.0,8,4,1
http://ufcstats.com/fighter-details/6bd02119599741a4,"Sep 07, 1986",41%,16%,5.38,6.29,55%,0.48,82%,0.5,20,10,0
http://ufcstats.com/fighter-details/b27a1fcb56a3035a,"Aug 06, 1992",54%,50%,3.17,2.39,58%,1.07,72%,0.3,16,7,0
http://ufcstats.com/fighter-details/f264ba50b007f39e,"Nov 22, 1992",44%,33%,3.27,2.95,56%,0.81,73%,1.2,25,5,0
http://ufcstats.com/fighter-details/6a2f7c151031653d,"Oct 26, 1984",47%,35%,3.48,3.23,60%,1.95,54%,0.6,32,17,0
http://ufcstats.com/fighter-details/4f3064faf17aa711,"Jul 27, 1998",53%,0%,2.91,4.46,49%,0.00,35%,0.7,7,4,0
http://ufcstats.com/fighter-details/140567899d98978a,"Aug 09, 1988",53%,100%,2.08,2.38,49%,0.66,61%,0.0,7,2,0
http://ufcstats.com/fighter-details/c742287ed86a09bc,"Jan 30, 1983",33%,18%,2.63,5.05,45%,1.29,36%,0.5,14,9,0
http://ufcstats.com/fighter-details/1a31ef98efce7a79,"Jan 06, 1993",51%,43%,3.31,2.98,65%,1.22,90%,0.8,19,6,1
http://ufcstats.com/fighter-details/361d49960a196976,"Aug 06, 1985",49%,24%,2.85,3.26,45%,1.42,54%,1.5,28,17,0
http://ufcstats.com/fighter-details/60a42bf82447c919,"Aug 03, 1996",43%,11%,3.80,4.16,61%,0.33,54%,1.1,11,4,0
http://ufcstats.com/fighter-details/87c0b1c696ddfb43,"May 01, 1992",54%,50%,5.12,3.32,54%,5.02,55%,0.8,14,7,0
http://ufcstats.com/fighter-details/e4ba58725825412d,"Aug 13, 1993",43%,35%,2.48,3.44,50%,4.36,55%,1.4,9,3,0
http://ufcstats.com/fighter-details/8e6654e9f0461b8f,"Sep 08, 1998",56%,35%,8.84,2.72,62%,2.96,83%,0.6,9,1,0
http://ufcstats.com/fighter-details/c730a0be691dc081,"Dec 05, 1993",48%,45%,4.40,6.74,45%,0.91,65%,0.4,23,10,0
http://ufcstats.com/fighter-details/3351aa64aa83c4d9,"Jul 11, 1999",38%,47%,2.94,3.68,46%,2.00,75%,0.4,8,4,0
http://ufcstats.com/fighter-details/d910665038efc639,"Oct 10, 1987",39%,36%,2.19,2.87,54%,3.28,47%,0.3,20,8,0
http://ufcstats.com/fighter-details/fc169c387b4b465d,"Sep 05, 1988",49%,27%,4.10,3.32,61%,0.83,62%,0.6,16,10,0
http://ufcstats.com/fighter-details/4b47e71384a9522f,"Feb 20, 1984",49%,40%,5.04,3.65,60%,1.14,64%,0.2,33,17,1
http://ufcstats.com/fighter-details/50db8711c70196cd,"Apr 08, 1983",47%,36%,3.03,3.33,47%,1.09,67%,0.5,27,18,0
http://ufcstats.com/fighter-details/74f9448b97bf8bec,"Dec 07, 1993",40%,47%,3.24,4.23,49%,1.59,75%,0.2,15,6,1
http://ufcstats.com/fighter-details/8b1ed83b02303075,"Apr 08, 1992",48%,33%,4.59,2.61,62%,0.27,77%,0.3,21,4,0
http://ufcstats.com/fighter-details/37c5366d18ed6c05,"Feb 11, 1994",43%,26%,2.84,3.10,52%,1.18,50%,0.7,12,6,0
http://ufcstats.com/fighter-details/dc7927cd622676a7,"Jan 23, 1991",53%,38%,4.58,3.82,53%,2.88,63%,0.0,12,5,0
http://ufcstats.com/fighter-details/578ef12674df1e6a,"Mar 26, 1988",39%,50%,5.19,6.64,56%,0.15,77%,0.2,15,8,0
http://ufcstats.com/fighter-details/40cb680ae1cd331f,"Feb 28, 1999",39%,0%,6.64,5.25,54%,0.00,100%,0.0,11,2,0
http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,"Jan 12, 1996",50%,0%,0.41,5.70,28%,0.00,0%,0.0,8,3,0
http://ufcstats.com/fighter-details/641ca2c2ed91b93c,"Dec 27, 1996",60%,0%,0.96,2.25,30%,0.00,33%,2.4,9,3,0
http://ufcstats.com/fighter-details/0bc697c5936a2d0a,"Jan 09, 1995",52%,50%,3.86,3.80,41%,1.23,50%,0.0,9,4,0
http://ufcstats.com/fighter-details/9dedfdd91070ddd8,"Feb 16, 1990",38%,27%,3.22,4.81,47%,1.57,71%,0.0,9,7,0
http://ufcstats.com/fighter-details/4f140403000158b5,"Feb 02, 1988",36%,34%,1.86,5.17,41%,2.94,66%,1.8,11,6,0
http://ufcstats.com/fighter-details/6751eacd16bd59bc,"May 24, 1994",44%,0%,3.41,3.04,59%,0.00,65%,0.3,11,4,1
http://ufcstats.com/fighter-details/e64b96c07d7ce999,"Mar 20, 1988",42%,41%,4.46,3.95,56%,1.19,60%,0.0,19,9,0
http://ufcstats.com/fighter-details/dc07493a87dc0a6e,"Oct 02, 1986",46%,28%,4.46,6.92,48%,1.50,0%,0.0,13,5,0
http://ufcstats.com/fighter-details/814ff3018127e8fc,"Apr 12, 1989",42%,13%,3.79,4.30,51%,0.72,69%,0.4,22,9,2
http://ufcstats.com/fighter-details/082eba4cd80f736f,"Nov 17, 1994",44%,0%,3.29,3.29,61%,0.00,33%,0.3,14,6,1
http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,"Mar 31, 1992",48%,80%,2.62,3.97,46%,2.62,90%,0.0,8,5,0
http://ufcstats.com/fighter-details/91dac5e69e28d5b5,"Dec 08, 1991",49%,33%,4.88,4.09,51%,0.41,65%,0.1,17,9,0
http://ufcstats.com/fighter-details/d35f734c56a89103,"Jan 06, 1990",48%,48%,2.68,2.15,55%,4.20,100%,0.2,10,2,0
http://ufcstats.com/fighter-details/22a92d7f62195791,"Feb 12, 1984",45%,35%,4.91,4.37,55%,0.39,66%,0.9,26,11,0
http://ufcstats.com/fighter-details/0112352cb32f5026,"May 17, 1988",41%,42%,3.61,5.23,38%,0.96,72%,0.0,10,10,0
http://ufcstats.com/fighter-details/75353550928a7921,"Jul 30, 2000",45%,41%,1.61,1.35,57%,5.29,25%,0.8,13,0,0
http://ufcstats.com/fighter-details/9abc648e76c4493a,"Jun 09, 1989",51%,50%,5.88,4.38,47%,1.03,55%,0.1,18,9,0
http://ufcstats.com/fighter-details/7be14eaed4c74856,"Aug 19, 1986",41%,41%,3.31,4.59,54%,1.68,60%,0.7,24,16,0
http://ufcstats.com/fighter-details/3cf66c62d9069f43,"Jun 13, 1994",37%,31%,3.60,4.07,50%,0.70,67%,0.6,14,10,0
http://ufcstats.com/fighter-details/ca36633b80be4a78,"Apr 04, 1991",50%,100%,5.67,5.71,46%,2.74,75%,2.1,15,3,0
http://ufcstats.com/fighter-details/8c169fbe1ac33637,"Sep 17, 1990",44%,57%,2.89,3.76,46%,4.65,42%,0.0,18,6,1
http://ufcstats.com/fighter-details/ca43de99b07b6b40,"Jan 15, 1994",44%,25%,2.52,2.23,47%,0.66,30%,1.1,11,6,0
http://ufcstats.com/fighter-details/a08ddd04eaffd81d,"Apr 07, 1997",54%,66%,4.43,3.62,52%,0.55,45%,0.8,10,5,0
http://ufcstats.com/fighter-details/eb04b9d31e938edb,"Jan 06, 1986",46%,33%,3.42,4.25,48%,1.39,69%,0.6,18,13,0
http://ufcstats.com/fighter-details/eb70e786bbdf1d16,"Jan 24, 1995",38%,0%,2.29,5.14,35%,0.00,0%,0.0,12,3,0
http://ufcstats.com/fighter-details/3738e68d2261e60f,"Feb 04, 1979",45%,35%,3.82,3.22,57%,0.37,76%,0.2,34,24,0
http://ufcstats.com/fighter-details/a7897d200692ab64,"Sep 09, 1987",47%,50%,3.13,3.32,54%,1.97,68%,0.8,19,11,0
http://ufcstats.com/fighter-details/0a73acff6325c1e2,"May 04, 1994",45%,35%,1.95,2.64,50%,3.30,28%,0.2,39,12,0
http://ufcstats.com/fighter-details/876f478f796495f7,"Feb 06, 1993",42%,11%,3.57,6.38,53%,0.34,71%,0.0,6,3,0
http://ufcstats.com/fighter-details/6e9f40c706f91f32,"Jun 27, 1991",50%,75%,3.14,3.88,42%,0.68,80%,0.7,16,3,0
http://ufcstats.com/fighter-details/7af33fc4435017f1,"Apr 30, 1999",50%,46%,2.70,3.75,51%,4.80,42%,1.1,9,2,0
http://ufcstats.com/fighter-details/82d4c957649faf9b,"Aug 23, 1992",49%,22%,4.09,5.92,46%,0.36,54%,2.0,10,4,0
http://ufcstats.com/fighter-details/a75a48bfe776b2c2,"May 24, 1992",34%,0%,2.02,4.62,39%,0.00,0%,0.0,12,6,0
http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,"Feb 14, 1995",37%,33%,2.90,3.39,45%,1.85,68%,0.8,13,9,1
http://ufcstats.com/fighter-details/02f8fedc18cbd26c,"Jan 01, 1994",52%,14%,7.45,7.84,57%,0.20,94%,0.0,13,9,0
http://ufcstats.com/fighter-details/65cdf4ec31143d86,"Jul 24, 1996",43%,11%,5.48,6.50,48%,0.36,86%,0.0,14,7,0
http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,"Jan 04, 1991",48%,50%,3.04,3.95,50%,1.22,62%,0.8,15,8,0
http://ufcstats.com/fighter-details/102a8fdf8cbf7467,"Oct 22, 1995",57%,22%,4.58,2.29,53%,0.60,53%,0.6,8,4,0
http://ufcstats.com/fighter-details/3e708ce33b6b18e6,"Jul 17, 1991",51%,33%,7.53,7.75,52%,0.67,80%,0.0,13,7,0
http://ufcstats.com/fighter-details/7aa3d6964eff4877,"Jun 20, 1988",49%,68%,4.21,3.09,62%,0.54,64%,0.7,21,15,0
http://ufcstats.com/fighter-details/b4c57a8c2b773e82,"Aug 15, 1996",39%,12%,4.00,4.93,52%,0.50,57%,0.0,8,2,0
http://ufcstats.com/fighter-details/ec0dcceace7d25a3,"Jul 27, 1996",42%,58%,1.99,3.95,36%,3.60,25%,0.5,19,8,0
http://ufcstats.com/fighter-details/b6203e0492a9336c,"Mar 05, 1993",41%,33%,1.47,5.08,31%,1.90,25%,0.4,6,3,0
http://ufcstats.com/fighter-details/436f970c9ea9169c,"Jun 15, 1988",41%,50%,5.26,4.49,63%,0.22,55%,0.9,23,13,0
http://ufcstats.com/fighter-details/94527830000ab715,"Sep 12, 1984",38%,30%,1.71,2.08,50%,2.73,29%,1.8,28,12,1
http://ufcstats.com/fighter-details/634e2fb70bde3fd5,"Oct 17, 1981",40%,30%,3.13,2.92,55%,0.87,76%,0.1,15,7,0
http://ufcstats.com/fighter-details/de45aaae23dfa392,"Jan 23, 1990",41%,36%,3.03,3.21,50%,2.84,52%,0.4,20,12,0
http://ufcstats.com/fighter-details/1d239d571e342453,"Apr 24, 1984",46%,0%,2.57,2.00,65%,0.00,65%,0.4,10,5,0
